optimizer_name,function_name,run_index,iteration,best_fitness
mealpy.evolutionary_based.DE.OriginalDE,Brown,2,6,465.90813014759453
mealpy.evolutionary_based.DE.OriginalDE,Brown,2,7,442.0752036310861
mealpy.evolutionary_based.DE.OriginalDE,Brown,2,8,402.58702400437824
mealpy.evolutionary_based.DE.OriginalDE,Brown,2,9,402.58702400437824
mealpy.evolutionary_based.DE.OriginalDE,Brown,2,10,347.570205060676
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,1,8214437.343707151
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,2,4073.170867638182
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,3,3778.378109383735
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,4,1285.9555703598708
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,5,1284.8058684843984
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,6,1284.8058684843984
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,7,594.5665324874362
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,8,594.5665324874362
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,9,587.3180396215727
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,10,302.4961142046159
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,1,168.5372752346708
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,2,168.5372752346708
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,3,157.44848029419742
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,4,157.44848029419742
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,5,157.44848029419742
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,6,157.44848029419742
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,7,120.06943570494616
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,8,84.55415768099361
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,9,84.55415768099361
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,10,84.55415768099361
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,1,92212.13553833059
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,2,92212.13553833059
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,3,92212.13553833059
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,4,71895.0232116537
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,5,43428.84848089694
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,6,43428.84848089694
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,7,5159.686833043759
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,8,3719.048194228116
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,9,602.9725371158776
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,10,602.9725371158776
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,1,25861.790591089928
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,2,25861.790591089928
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,3,1936.3667492977063
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,4,1043.4245566606876
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,5,1043.4245566606876
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,6,470.0827503451715
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,7,470.0827503451715
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,8,380.0427747169338
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,9,380.0427747169338
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,10,324.8065149197095
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,1,31.38490692810907
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,2,15.638011907320811
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,3,7.916426831203807
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,4,7.272778493133904
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,5,5.902454852388858
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,6,1.8805523313487817
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,7,1.48208947924438
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,8,1.267246529429084
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,9,0.935850525459621
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,10,0.8915778957951705
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,1,41.04554490943128
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,2,12.652078106389961
