optimizer_name,function_name,run_index,seed,status,best_fitness,best_solution,curve,curve_length,resolved_dimension,requested_dimension,optimizer_kwargs,function_info
mealpy.evolutionary_based.DE.OriginalDE,Alpine01,2,20260344,ok,45.930756117769555,"[3.0277974740756672, -3.5149951600977953, 9.784193333682989, 4.183553547682864, -5.393090834145304, 2.8611620396089488, -0.9051802020975513, 2.91330454522809, 3.9653315376349414, 2.3432265664628398, -6.461252961607492, 0.2774639893430939, 1.9825406508149552, -2.4317709007227744, 6.10548131538889, -0.9698287417767262, -0.7030273439967798, -3.4515406733416127, 5.687601821039569, 9.40331415527115, -6.102396510496168, 9.012533426284493, 3.4800374007675434, -1.0043242929044462, -0.2645082940976932, -0.5325828689244155, -7.116877911463743, 3.082592474083769, -6.045321884426667, 3.112972812466586]","[65.75818483890541, 58.920573733169675, 58.920573733169675, 50.39111172849417, 50.39111172849417, 50.39111172849417, 45.930756117769555, 45.930756117769555, 45.930756117769555, 45.930756117769555]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260344}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.evolutionary_based.DE.OriginalDE,Alpine01,3,20260345,ok,35.56403898600932,"[-0.77898430895639, -7.081507410850208, -3.2459821191574187, -9.970410713065958, -6.0897406256339455, -2.4823373840387477, -2.2588303172934916, -0.004770727573653988, 3.6231391727286386, -2.55755459451273, 0.5100765125281846, -3.088269026201675, 0.5054448961676732, 3.4937472762876753, 3.3106600261337644, 3.352360493345713, 2.7423211828263474, 3.0572060052546584, 3.1353151322905077, -4.059582540746088, 6.184819515825114, 0.31091372896114955, 5.246085986020471, -2.14743839650239, -1.7415206962309433, 1.2131608752995264, -0.06362489833950014, 0.31921036608055886, -0.3130341742248755, 0.24911964084009747]","[64.88319999671049, 60.52950392386011, 60.52950392386011, 56.85109345386794, 49.777685510169945, 45.548655020468615, 45.548655020468615, 43.38960405531978, 36.565954830497226, 35.56403898600932]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260345}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.swarm_based.PSO.OriginalPSO,Alpine01,1,20260334,ok,41.33767827323288,"[-1.0321956071763296, 2.530080409920931, -2.382027550696393, 3.0312344396996576, -2.3222409287873833, 3.066125691815799, -6.447876000943687, -6.386278158956937, 9.419610773900313, -3.2378353367121346, 1.8100720327061504, -3.0746547611756223, -5.886480396524045, 6.520467069259305, -3.874164992226417, 2.0718109822607866, 3.576699945717141, -3.6094685828339523, 5.748890253294464, -6.579453780023109, 3.161184659933546, 0.529487222449077, 2.5575819492265746, -2.192152129835219, 0.27185833749424326, 5.770696130400591, -6.6047611134333915, -1.9377523962923828, 1.0453424830769649, 4.378033941587574]","[50.415038590689136, 50.415038590689136, 50.415038590689136, 50.415038590689136, 50.415038590689136, 45.879803442127255, 45.879803442127255, 45.879803442127255, 41.557613803160706, 41.33767827323288]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260334}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.swarm_based.PSO.OriginalPSO,Alpine01,2,20260335,ok,49.01446044404979,"[9.68046500612191, 0.8517839200780966, 4.524732901291274, 2.968362379945475, 0.2219323330031191, 6.901792847190407, -6.757096044714574, 5.024929101412807, -0.5495698757345268, -3.2798753493195036, 0.2926854749631763, -0.0014912792925168006, -6.360049050537047, 9.39607626995262, -2.6659675875883315, -6.903385497343439, 0.9120999284337938, 3.0596020138028663, -5.03190859303888, 9.703304383624415, -0.48724854478642743, -1.0563381195457442, -2.283311860244362, -0.49440888757164825, -2.466907784906377, -0.34352454806511334, -2.9796586240823038, 7.5213774360848955, 0.49556123571262717, -6.862026671162158]","[57.80165502482504, 57.80165502482504, 57.80165502482504, 57.80165502482504, 57.80165502482504, 57.80165502482504, 57.80165502482504, 57.80165502482504, 53.270851160210746, 49.01446044404979]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260335}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.swarm_based.PSO.OriginalPSO,Alpine01,3,20260336,ok,47.857727731717446,"[-2.959131384290995, -0.20997826009887324, 3.395458460697131, 9.620671278795246, 1.9798351117441948, -4.401287320230075, 3.1169605623914656, -3.5153723715796517, 0.46229046027984144, 9.570767186442083, -3.2368057564525277, -0.6258980631483241, 5.144218259167446, -9.649110237399695, 5.755348103428259, 0.4973957096467852, -7.148598164730567, -1.794543126666609, 2.61209640276872, 0.5877750390911723, -0.7594875620379118, 2.8527512043218435, -6.327565057662608, 1.6081935031767156, 3.8234464695095336, -5.943046787261506, 2.065519835531314, 9.434067266739415, -6.012057146681224, -4.302191764989108]","[66.7326073693313, 66.7326073693313, 56.78490342185225, 54.154528057826326, 52.738239995939196, 52.738239995939196, 52.738239995939196, 48.78856937000802, 47.87353323737942, 47.857727731717446]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260336}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.swarm_based.WOA.OriginalWOA,Alpine01,1,20260352,ok,34.277880577363135,"[3.3985434011671365, 0.008009529090785021, -1.6667521879515905, 9.536139522007135, 4.992501295336625, 0.9546203741227004, -2.893599205967199, 0.18583027444809905, 9.003406646544496, -1.8114713095355817, 2.8272015644852018, 9.529600546079426, 9.467190431712307, -1.3797719270338191, 3.6017233883882254, 1.2111729425011784, -2.063342810728391, -3.0359955211375205, -2.999075373648451, -3.037347480984452, -0.9583461786677723, -2.4741062158418226, -6.227308001527453, -1.5393166026997591, -3.87270577344009, 9.353813566393661, -0.1437826668441147, 5.508316579366093, 9.578229305239638, 6.248534835315783]","[68.31263668358753, 57.710972594526744, 42.179639612936995, 39.65852654933207, 39.00808815846106, 34.476566965310624, 34.341297535798795, 34.33266977504939, 34.277880577363135, 34.277880577363135]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260352}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.swarm_based.WOA.OriginalWOA,Alpine01,2,20260353,ok,61.33275088616763,"[2.740532505184075, 6.175623758150468, 4.77798559683145, -8.122055197257962, -5.83915181874102, 6.212305020255451, -9.286388585351578, -6.995235950274545, 0.5281173756244688, 9.905940405773304, 2.9899065770709483, 6.305931628761193, -6.46992613380094, -9.35227694663709, -2.1073164771561874, 3.2084948725197697, 5.16014786027237, 3.9779405730806774, 0.14342604311740223, 8.306741989606516, 2.2285303824803555, 1.0990816005964381, -0.020948806437129854, -2.50850990743036, 3.5205229092751047, -0.9521658959355621, -5.04034343010818, -7.092567360642064, -9.044046033276992, -3.060048467858412]","[62.632554748105804, 62.632554748105804, 62.632554748105804, 62.632554748105804, 62.632554748105804, 62.276150269157434, 62.276150269157434, 61.71082384838537, 61.57320831121791, 61.33275088616763]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260353}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.swarm_based.WOA.OriginalWOA,Alpine01,3,20260354,ok,12.777672754547154,"[-0.2077457714164865, -0.2601277681585361, -0.809331450675459, -0.6042831385047486, -0.6331010235871557, 0.07106467985469513, 0.9714814136246825, 0.04877985806767171, -0.1871921404892024, -0.09807147593201104, 0.5066333372266376, -0.07874405938905993, -0.18865040516075693, 1.2379768117800842, -0.45093617339558323, 0.0655473793765784, -1.07785730636374, -1.4175318668732664, 0.8771952335310351, 1.64776715397715, 0.6308541883107088, 1.3754820258235523, 0.23266634933773328, 0.021808691355172355, -0.25061256331032333, -0.7098629936027172, -0.017763222115872473, -0.331863384143336, 0.8173756911203923, 1.0758389877742633]","[68.00762314846527, 67.16533747717075, 57.406633229335604, 44.381919505410714, 33.79834961747667, 30.328657749505005, 21.68084103664485, 20.858152676521897, 12.777672754547154, 12.777672754547154]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260354}","{'name': 'Alpine01', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0], 'upper_bounds': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}"
mealpy.evolutionary_based.DE.OriginalDE,Brown,1,20260346,ok,2946.4067588978774,"[0.07961154024423729, 0.6298285684039088, 2.6246621835499537, 1.3208488464869808, 1.5990802887248818, 0.9267675936441198, 0.7074587643064963, -0.7404498959718413, 1.7705352580661713, 0.9494801769668101, 1.7213311232203228, -0.5219309268537569, -0.06990684514295284, -0.057269190106694984, 2.619883594537823, 0.6119494417803772, 1.6426726100083853, 1.913652759590166, 1.3411274654912304, 3.2831204861113727, 1.2158773013977617, -0.3668009975267543, 0.8012174997287468, 0.5872253281880443, 1.8585249515735132, 0.4297007763997081, 1.477308458722581, 1.4983538022898337, 0.648844517737984, 1.4792392462531438]","[2539921.57395974, 1168494.2685644492, 17610.866309431614, 6238.425176592359, 6238.425176592359, 6238.425176592359, 6238.425176592359, 5938.332990339544, 2946.4067588978774, 2946.4067588978774]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260346}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.evolutionary_based.DE.OriginalDE,Brown,2,20260347,ok,347.570205060676,"[-0.37634994597602545, -0.6020642268983963, -0.7049976110156605, 1.9582325767506694, 0.3404346106260472, 2.1843460319847474, 0.8314118765734778, 1.590105910163169, -0.5184767197195043, 2.446502215087823, 0.8320666868309707, 1.6678592472701153, -0.1703636422209552, 0.02155802387802496, 0.6571059584121515, 0.17916950562448455, -0.9565958443082898, -0.4277569927709195, 2.4847359666808404, -0.15042584113560642, -0.5890465836926773, -0.9788401047467642, 0.7733155788077493, 1.7055215037988665, -0.354570476734858, -0.04442086442986872, 1.4117364403892527, 2.164948608458316, 0.9983260378574516, 2.7812923917510024]","[9756656.370012587, 422770.09886066645, 2362.019647993127, 1084.6437271820466, 1084.6437271820466, 465.90813014759453, 442.0752036310861, 402.58702400437824, 402.58702400437824, 347.570205060676]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260347}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.evolutionary_based.DE.OriginalDE,Brown,3,20260348,ok,302.4961142046159,"[3.2440069001022342, 0.5163327645250843, -0.1930101467764545, 1.7426101893576116, 1.1272719412328314, 1.909984479062134, 0.3984198387164659, -0.6535869686921815, 1.607444888485808, 0.48767565738225027, -1.0, 0.7125025103384318, 2.866457074896893, 0.11916157602557567, 1.1672989257760875, 0.8336589867703947, 1.3591738912493923, 1.5541517188425027, 1.1687777021479648, 1.3737134132509763, 0.70521507934324, 0.0002109973125594979, 1.5758775395953084, 1.788521233069241, 0.05359538118184556, 2.443075165263994, 0.035464647662716044, 0.9465788016911951, 2.207283155580773, 0.14763071753345078]","[8214437.343707151, 4073.170867638182, 3778.378109383735, 1285.9555703598708, 1284.8058684843984, 1284.8058684843984, 594.5665324874362, 594.5665324874362, 587.3180396215727, 302.4961142046159]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260348}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.swarm_based.PSO.OriginalPSO,Brown,1,20260337,ok,84.55415768099361,"[2.656556049418794, 0.19309047909373833, 0.5566535823773201, 1.072421179093579, 0.21151793270275365, 2.116234796358022, 0.5658906826057792, 1.0151091846032168, 1.0930915848474687, -0.40558200428567137, 1.4227307712141304, 0.2144427646518584, 2.286699385675071, 0.8268251602622817, 0.37125734968128077, 1.9264280754279803, 0.49968008014922044, -0.6329548127037476, 1.1697954877894765, -0.07111056048115372, -0.47737818303237217, -0.8194564346074048, -0.5180439390697112, 0.7635738082630261, 1.7479041502053874, 0.19977837119546554, 1.5278154810757498, 0.036056531903621125, 0.6769781394233423, 0.5876379451671878]","[168.5372752346708, 168.5372752346708, 157.44848029419742, 157.44848029419742, 157.44848029419742, 157.44848029419742, 120.06943570494616, 84.55415768099361, 84.55415768099361, 84.55415768099361]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260337}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.swarm_based.PSO.OriginalPSO,Brown,2,20260338,ok,602.9725371158776,"[-0.11534788396602869, 0.09559024153321594, 0.14982345407555075, 3.2308831462584426, 0.29833140289202825, 0.6584368501345077, 2.2639958100127173, 0.7955450667415085, 1.6065456895369143, 1.0125338133815318, 3.398828688244421, -0.34118222434806866, 2.4461779266934407, 1.1853905332649544, -0.6606571314679285, 1.3084275239900007, 1.4097781528774078, 0.35355046008978896, -0.8710370915602552, 0.41533869037585186, 2.9991599436630323, -0.3734608348140056, 0.447236309592031, 0.5928053555952637, 2.0478903532645996, 1.1804530347754714, 1.587148854174053, 1.8646845329996813, 1.3193827259464928, 0.9956642888269329]","[92212.13553833059, 92212.13553833059, 92212.13553833059, 71895.0232116537, 43428.84848089694, 43428.84848089694, 5159.686833043759, 3719.048194228116, 602.9725371158776, 602.9725371158776]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260338}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.swarm_based.PSO.OriginalPSO,Brown,3,20260339,ok,324.8065149197095,"[-0.25467178070784824, 2.184821650201298, 1.286356992864974, 1.6889100216063402, 0.47181547570078514, 2.2562243358498804, -0.4176143828187967, -0.9774589506431699, 0.667174321783607, 0.6773756320827169, 1.4442602428412392, -0.8989250170340828, -0.18518956390070818, 0.7731759472601027, 1.0839026528080333, 0.5170131832997122, 0.22126895283543985, -0.6157604020565377, 3.231117112294494, -0.3417770356042575, 3.446361142639241, 0.2639084376235816, 2.3952910660688524, 0.14843239356576787, 1.866188461711699, 1.3440538319555901, 0.3617254859928453, 3.8523254631727726, -0.4483876770676711, -0.9424837398665304]","[25861.790591089928, 25861.790591089928, 1936.3667492977063, 1043.4245566606876, 1043.4245566606876, 470.0827503451715, 470.0827503451715, 380.0427747169338, 380.0427747169338, 324.8065149197095]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260339}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.swarm_based.WOA.OriginalWOA,Brown,1,20260355,ok,0.8915778957951705,"[0.11763802537365502, 0.012065418915614103, 0.04669959521767766, 0.155992662984497, 0.003687654126740863, 0.024935928724212165, 0.014780408257523558, 0.06126083927661116, -0.09742190231078304, 0.11606554730130543, 0.1823282714311851, -0.06358298308707343, -0.005652848088086039, 0.19698572508592496, 0.023303775549565857, 0.04993867023557982, 0.042871610209941693, -0.16274699835472664, 0.3837624536735052, -0.05774630680813678, 0.23401221212768322, -0.06873342832906335, 0.1396318655494157, 0.18205280117685005, -0.058086516323442985, 0.01701148409181175, -0.055758488800671704, 0.1431962187378097, -0.07586480667370145, 0.05046040076965509]","[31.38490692810907, 15.638011907320811, 7.916426831203807, 7.272778493133904, 5.902454852388858, 1.8805523313487817, 1.48208947924438, 1.267246529429084, 0.935850525459621, 0.8915778957951705]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260355}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,20260356,ok,0.26427182130440297,"[0.026920135030708843, 0.0973319240080332, -0.056775918497538685, -0.053874831925415305, -0.044059151682587644, 0.07416252819576442, 0.017753908577964765, -0.08398665442158697, -0.04790593693619333, 0.015832616456386943, 0.2233971556673672, 0.03807462296494986, -0.05256950638545248, -0.03698682323553365, -0.05578048073903924, -0.04521029949750474, 0.012404165724526923, 0.016696992123692203, -0.05630932083542976, -0.06769322247525786, 0.013079662128829186, 0.019001956868597247, -0.05073538046333719, 0.06544070049832547, 0.01007299576934673, 0.11337027642996166, -0.06703365307558239, -0.05883273809259206, -0.004992395856529887, -0.07935785139055625]","[41.04554490943128, 12.652078106389961, 10.985265753031653, 9.156918175687977, 8.684010116850153, 3.1030821945542413, 0.5632883550765062, 0.42424872153859716, 0.3473235269015842, 0.26427182130440297]",10,30,30,"{'epoch': 10, 'pop_size': 20, 'seed': 20260356}","{'name': 'Brown', 'dimension': 30, 'requested_dimension': 30, 'lower_bounds': [-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0], 'upper_bounds': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}"
